epoch,sameAs_test_hits@1,sameAs_test_hits@10,sameAs_test_MR,sameAs_test_MRR,sameAs_test_precision,sameAs_test_recall,sameAs_test_f1
81,0.7050147652626038,0.9970501661300659,0.4955752193927765,2.0178571503742466,1.0,1.0,1.0
82,0.7227138876914978,0.991150438785553,0.5899705290794373,1.6949999206915536,1.0,1.0,1.0
83,0.7138643264770508,0.9882006049156189,0.6784660816192627,1.473913032783227,1.0,1.0,1.0
84,0.7905604839324951,0.9941002726554871,0.5693215131759644,1.7564767479477326,1.0,1.0,1.0
85,0.7876105904579163,0.98525071144104,0.6283186078071594,1.5915492356497507,1.0,1.0,1.0
86,0.7817109227180481,0.9941002726554871,0.4719763994216919,2.1187500078929586,1.0,1.0,1.0
87,0.7669616341590881,0.9882006049156189,0.6047197580337524,1.653658552932853,1.0,1.0,1.0
88,0.8171091675758362,0.991150438785553,0.47492626309394836,2.1055900204074063,1.0,1.0,1.0
89,0.74631267786026,0.9970501661300659,0.47492626309394836,2.1055900204074063,1.0,1.0,1.0
90,0.7787610292434692,1.0,0.3333333432674408,2.9999999105930355,1.0,1.0,1.0
91,0.7787610292434692,1.0,0.27138644456863403,3.6847824201001997,1.0,1.0,1.0
92,0.7138643264770508,1.0,0.35103243589401245,2.8487395971064364,1.0,1.0,1.0
93,0.7581120729446411,1.0,0.35103243589401245,2.8487395971064364,1.0,1.0,1.0
94,0.8082596063613892,1.0,0.26843658089637756,3.7252746874540996,1.0,1.0,1.0
95,0.7994100451469421,1.0,0.2890855371952057,3.4591837755091417,1.0,1.0,1.0
96,0.8200590014457703,1.0,0.25958701968193054,3.8522727416235614,1.0,1.0,1.0
97,0.7935103178024292,0.9970501661300659,0.37463125586509705,2.669291428155945,1.0,1.0,1.0
98,0.7876105904579163,0.98525071144104,0.44542771577835083,2.2450331772745136,1.0,1.0,1.0
99,0.8082596063613892,0.9970501661300659,0.38053098320961,2.6279069093545124,1.0,1.0,1.0
